,Purchase_x,Occupation,Marital_Status,Gender_F,Age_0-17,Age_18-25,Age_26-35,Age_36-45,Age_46-50,Age_51-55,Age_55+,City_Category_A,City_Category_B,City_Category_C,Stay_In_Current_City_Years_0,Stay_In_Current_City_Years_1,Stay_In_Current_City_Years_2,Stay_In_Current_City_Years_3,Stay_In_Current_City_Years_4+
176794,3,0,0,1,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0
177164,0,7,1,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0
177173,1,10,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0
177291,0,10,0,1,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0
177306,1,15,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1
177477,0,2,1,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0
177535,0,7,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1
177583,0,19,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0
177603,0,17,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1
177633,0,10,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0
177667,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0
177686,1,11,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1
177849,0,2,1,1,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0
177943,1,2,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0
178068,0,12,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0
178102,6,17,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0
179000,0,5,1,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0
179031,3,4,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0
179401,0,4,0,1,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0
179441,0,20,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0
179480,0,14,1,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0
179528,0,7,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1
179597,1,10,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0
179701,0,17,0,0,0,1,0,0,0,0,0,0,0,1,1,0,0,0,0
179759,0,12,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0
179836,0,4,0,1,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0
179909,0,1,1,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0
180039,0,2,0,1,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0
180059,0,16,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0
180144,0,19,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1
180167,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0
180210,0,4,0,1,0,1,0,0,0,0,0,0,0,1,1,0,0,0,0
180237,3,1,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0
180713,0,13,0,1,0,0,0,0,0,1,0,0,0,1,0,1,0,0,0
180746,0,7,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0
180864,0,3,1,1,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0
180918,1,1,1,1,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0
181205,0,9,1,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1
181248,0,6,0,1,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0
181263,0,17,0,0,0,0,0,0,0,0,1,0,0,1,0,1,0,0,0
181298,0,20,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0
181327,0,7,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1
181343,1,11,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0
181609,2,3,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1
181911,0,13,0,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0,0
181945,0,14,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0
181961,0,17,1,0,0,0,0,0,1,0,0,0,0,1,1,0,0,0,0
182006,0,1,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0
182027,2,17,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0
182313,0,5,1,0,0,0,0,1,0,0,0,0,0,1,1,0,0,0,0
182384,0,6,1,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0
182423,0,10,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1
182517,0,17,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,1
182539,5,7,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0
183223,0,1,1,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0
183268,0,10,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1
183362,3,14,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0
183667,1,10,1,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0
183826,0,12,1,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0
183911,0,13,1,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0,0
183924,0,17,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0
183947,2,1,0,1,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0
184301,0,6,0,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0,0
184318,0,7,1,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0
184341,0,20,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1
184352,0,4,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0
184405,0,17,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1
184414,0,2,0,0,0,0,0,1,0,0,0,0,0,1,1,0,0,0,0
184428,0,1,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1
184472,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0
184579,0,0,1,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0
184602,1,9,1,1,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0
184807,0,3,0,1,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0
184865,0,4,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0
184918,0,1,1,0,0,0,0,0,0,1,0,1,0,0,0,1,0,0,0
184947,0,13,1,1,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0
185025,0,10,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0
185065,0,19,1,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0
185119,0,4,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0
185172,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0
185195,0,16,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1
185221,0,3,0,0,0,0,1,0,0,0,0,0,0,1,1,0,0,0,0
185308,0,7,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0
185340,2,4,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0
185750,1,3,1,1,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0
185890,2,4,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0
186228,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0
186265,0,4,1,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0
186293,3,4,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1
186777,1,2,1,1,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0
186972,0,17,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0
187037,2,16,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0
187287,0,1,1,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0
187303,2,7,1,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0
187574,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0
187650,1,7,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0
187753,1,4,1,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0
187907,0,19,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0
188043,0,13,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0
188112,0,16,1,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0,0
188230,0,9,0,1,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0
188294,0,6,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0
188310,0,12,0,1,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0
188450,3,4,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0
188789,0,20,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0
188921,0,14,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1
188952,0,20,0,1,0,0,0,0,1,0,0,0,1,0,1,0,0,0,0
188981,0,2,1,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1
189005,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0
189098,0,14,0,1,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0
189139,0,14,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0
189147,1,1,1,1,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0
189375,0,16,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0
189443,0,7,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0
189468,2,20,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1
189779,1,10,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1
189929,0,14,1,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0
189980,0,0,1,1,0,0,0,0,1,0,0,0,0,1,1,0,0,0,0
189993,0,0,0,1,1,0,0,0,0,0,0,0,0,1,1,0,0,0,0
190004,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0
190061,1,10,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0
190212,0,6,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0
190230,0,0,1,1,0,0,0,0,0,1,0,1,0,0,0,1,0,0,0
190253,1,3,0,1,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0
190399,1,7,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0
190536,0,10,0,0,1,0,0,0,0,0,0,0,0,1,1,0,0,0,0
190553,0,11,1,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0
190569,1,12,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1
190756,0,11,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1
190842,1,4,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0
190991,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1
191028,0,1,0,1,0,0,0,0,0,0,1,0,1,0,0,1,0,0,0
191081,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0
191231,1,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0
191380,0,1,0,0,0,0,0,0,0,0,1,0,1,0,1,0,0,0,0
191389,0,4,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0
191442,4,4,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0
192150,1,1,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0
192285,0,6,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0
192301,0,6,1,1,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0
192320,0,16,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0
192437,0,12,0,1,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0
192509,0,15,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1
192555,0,6,0,1,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0
192611,1,7,1,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0
192744,1,12,0,1,0,0,0,0,0,1,0,0,0,1,0,1,0,0,0
192855,2,4,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1
193209,0,4,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0
193230,0,4,0,1,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0
193261,0,4,1,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0
193308,0,4,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0
193368,0,10,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0
193421,0,11,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0
193439,0,17,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0
193469,0,4,0,0,0,1,0,0,0,0,0,0,0,1,1,0,0,0,0
193488,0,4,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0
193576,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1
193721,0,14,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0
193741,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1
193770,3,7,1,0,0,0,0,0,0,1,0,1,0,0,0,1,0,0,0
194042,0,17,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0
194093,1,17,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0
194212,0,20,0,1,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0
194299,3,1,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,1
194704,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0
194733,0,2,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0
194774,0,13,1,0,0,0,0,0,0,0,1,0,0,1,0,1,0,0,0
194817,0,17,1,1,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0
194882,0,5,0,0,0,1,0,0,0,0,0,0,0,1,1,0,0,0,0
194983,1,20,1,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0
195193,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0
195219,1,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1
195409,0,16,1,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0
195466,1,11,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0
195750,0,12,0,0,0,0,0,1,0,0,0,0,0,1,1,0,0,0,0
195802,0,15,1,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0
195837,2,1,1,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0
196132,2,20,1,1,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0
196629,0,1,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0
196646,0,10,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0
196661,2,16,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0
197073,1,11,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0
197197,0,13,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1
197203,0,12,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0
197230,0,6,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0
197251,0,18,0,0,0,1,0,0,0,0,0,0,0,1,1,0,0,0,0
197339,0,17,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0
197356,4,4,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1
197893,0,13,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,1,0
197916,0,14,1,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0
197965,1,4,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0
198071,0,13,1,0,0,0,0,0,0,0,1,0,0,1,1,0,0,0,0
198178,0,12,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1
198292,0,0,1,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1
198313,3,0,1,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0
198669,1,3,0,0,0,0,0,1,0,0,0,0,0,1,1,0,0,0,0
198792,0,14,1,0,0,0,0,0,0,0,1,0,0,1,1,0,0,0,0
198834,0,4,1,0,0,1,0,0,0,0,0,0,0,1,1,0,0,0,0
198929,0,1,0,1,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0
198939,1,5,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0
199121,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0
199155,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0
199343,0,14,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0
199386,0,10,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0
199396,0,10,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1
199438,0,1,0,0,0,0,0,0,0,1,0,0,0,1,1,0,0,0,0
199445,0,18,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0
199532,0,10,0,1,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0
199572,0,4,0,1,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0
199604,0,3,1,1,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0
199636,0,14,1,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0
199745,0,16,1,1,0,0,0,0,0,1,0,0,0,1,1,0,0,0,0
199756,0,14,1,1,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0
199798,0,4,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0
199858,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0
199913,1,10,1,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0
200035,0,2,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0
200099,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0
200149,1,0,1,1,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0
200292,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0
200321,0,4,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1
200337,0,13,1,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0
200359,0,4,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0
200373,1,16,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0
200579,0,12,1,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0
200611,0,10,0,1,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0
200657,1,19,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1
200825,0,3,0,1,0,1,0,0,0,0,0,0,0,1,1,0,0,0,0
200905,0,12,1,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0
200971,0,14,1,1,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0
200992,0,19,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0
201001,0,2,1,1,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0
201070,0,10,0,1,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0
201178,0,0,1,0,0,1,0,0,0,0,0,0,0,1,1,0,0,0,0
201234,2,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0
201490,1,7,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1
201605,1,10,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0
201730,0,6,1,1,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0
201846,1,10,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1
202045,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0
202064,0,16,1,1,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0
202123,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0
202175,1,20,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0
202422,1,13,0,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0,0
202589,0,12,1,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0
202679,1,4,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0
202777,0,19,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0
202867,0,20,1,1,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0
202959,0,14,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1
203059,0,0,1,1,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0
203153,2,12,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0
203381,3,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1
203857,0,4,1,1,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0
203868,0,1,0,1,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0
203890,0,4,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0
203910,1,17,1,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0
204080,1,5,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1
204239,0,16,1,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0
204315,1,19,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1
204547,0,10,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0
204565,0,15,1,1,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0
204636,0,4,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1
204653,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0
204711,0,10,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0
204727,0,17,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0
204784,1,10,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0
204941,0,12,1,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0
204963,0,1,0,1,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0
204988,0,9,0,1,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0
205028,0,10,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0
205100,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0
205135,0,20,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0
205173,0,10,0,1,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0
205214,3,12,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1
205517,0,3,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,1
205535,1,7,1,1,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0
205802,0,7,1,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0
205880,0,4,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1
205889,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0
206041,0,7,1,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0
206055,0,17,0,0,0,0,0,0,1,0,0,0,0,1,1,0,0,0,0
206078,1,6,1,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0
206222,0,4,1,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0
206274,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0
206300,0,1,1,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1
206347,1,0,1,1,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0
206456,0,20,0,1,0,0,1,0,0,0,0,0,0,1,1,0,0,0,0
206488,0,10,0,0,1,0,0,0,0,0,0,0,0,1,1,0,0,0,0
206513,0,17,1,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0
206537,0,6,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0
206661,0,3,0,1,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0
206678,0,17,1,0,0,0,0,0,0,0,1,0,1,0,1,0,0,0,0
206770,0,1,1,1,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0
206888,2,2,1,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0
207177,0,12,1,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0
207194,1,5,1,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0
207424,0,7,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0
207454,0,14,1,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0,0
207480,0,12,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0
207516,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1,0,0,0,0
207534,0,1,1,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1
207672,2,11,1,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0
207913,2,14,1,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0
208106,0,3,1,1,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0
208220,0,1,1,0,0,0,0,0,0,0,1,0,0,1,1,0,0,0,0
208232,0,10,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0
208321,0,10,0,0,1,0,0,0,0,0,0,0,0,1,1,0,0,0,0
208375,1,6,0,1,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0
208616,0,4,0,1,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0
208659,0,10,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0
208718,0,12,1,0,0,0,0,0,1,0,0,0,0,1,1,0,0,0,0
208783,0,5,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0
208849,1,4,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0
209033,0,2,1,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0
209064,0,10,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0
209093,0,2,1,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0
209209,0,12,0,1,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0
209261,0,5,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0
209298,0,19,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0
209327,2,14,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0
209554,0,1,0,1,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0
209568,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1
209586,0,5,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0
209632,0,6,1,1,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0
209735,0,15,0,1,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0
209770,0,4,0,1,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0
209791,1,4,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1
209989,1,16,1,1,0,0,0,0,0,0,1,0,0,1,0,1,0,0,0
210107,0,20,0,1,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0
210125,1,5,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0
210264,0,17,1,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0
210344,1,6,1,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0
210465,1,7,0,1,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0
210635,1,13,1,0,0,0,0,0,0,0,1,0,0,1,0,1,0,0,0
210765,0,2,1,1,0,0,0,0,0,1,0,0,0,1,0,1,0,0,0
210820,0,13,1,1,0,0,0,0,0,0,1,0,0,1,0,1,0,0,0
210852,0,1,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1
